id,cliente_id,promocao_id,shopping_id,pontos_totais,pontos_unitarios,quantidade_numeros,cliente_saldo_anterior,cliente_saldo_posterior,status,data_resgate,shopping_sigla
175,11494,1,3,1000,100,10,8791,7791,Resgatado,2026-03-19 15:45:52,NK
176,230421,1,4,1000,100,10,5017,4017,Resgatado,2026-03-19 15:46:22,NR
177,126961,1,6,100,100,1,3311,3211,Resgatado,2026-03-19 15:46:31,NS
178,126961,1,6,1000,100,10,3211,2211,Resgatado,2026-03-19 15:47:51,NS
179,301449,1,4,7600,100,76,7686,86,Resgatado,2026-03-19 15:51:42,NR
180,431624,1,4,8600,100,86,8621,21,Resgatado,2026-03-19 15:52:58,NR
181,359201,1,4,10000,100,100,35593,25593,Resgatado,2026-03-19 15:54:23,NR
182,21799,1,3,1000,100,10,2650,1650,Resgatado,2026-03-19 15:58:11,NK
184,20928,1,3,200,100,2,6636,6436,Resgatado,2026-03-19 16:00:12,NK
183,350324,1,1,500,100,5,2069,1569,Resgatado,2026-03-19 16:00:12,CS
185,73555,1,1,300,100,3,9301,9001,Resgatado,2026-03-19 16:00:18,CS
186,21799,1,4,100,100,1,1409,1309,Resgatado,2026-03-19 16:01:42,NR
187,21799,1,4,900,100,9,1309,409,Resgatado,2026-03-19 16:03:16,NR
188,73555,1,1,3300,100,33,9001,5701,Resgatado,2026-03-19 16:06:04,CS
189,134741,1,3,200,100,2,7384,7184,Resgatado,2026-03-19 16:08:45,NK
190,128023,1,1,100,100,1,1947,1847,Resgatado,2026-03-19 16:23:25,CS
191,22025,1,4,1900,100,19,3186,1286,Resgatado,2026-03-19 16:30:46,NR
192,124310,1,3,500,100,5,13746,13246,Resgatado,2026-03-19 16:35:40,NK
193,111660,1,3,600,100,6,4469,3869,Resgatado,2026-03-19 16:41:03,NK
194,250973,1,5,100,100,1,3707,3607,Resgatado,2026-03-19 16:47:20,GS
195,497073,1,5,300,100,3,3359,3059,Resgatado,2026-03-19 16:47:31,GS
196,55416,1,1,1300,100,13,1335,35,Resgatado,2026-03-19 16:54:36,CS
197,101861,1,2,2000,100,20,7346,5346,Resgatado,2026-03-19 16:56:28,BS
198,127402,1,5,500,100,5,11118,10618,Resgatado,2026-03-19 16:56:29,GS
199,127402,1,5,100,100,1,10618,10518,Resgatado,2026-03-19 16:58:08,GS
200,33817,1,4,100,100,1,1974,1874,Resgatado,2026-03-19 16:58:29,NR
201,100576,1,3,100,100,1,6102,6002,Resgatado,2026-03-19 16:58:31,NK
202,107452,1,2,3000,100,30,8465,5465,Resgatado,2026-03-19 16:58:43,BS
203,100576,1,3,100,100,1,6002,5902,Resgatado,2026-03-19 16:59:32,NK
204,407372,1,2,300,100,3,2559,2259,Resgatado,2026-03-19 17:02:40,BS
205,407372,1,2,1900,100,19,2259,359,Resgatado,2026-03-19 17:06:22,BS
206,143009,1,1,1000,100,10,4219,3219,Resgatado,2026-03-19 17:06:54,CS
207,275835,1,4,6200,100,62,11255,5055,Resgatado,2026-03-19 17:09:59,NR
208,339891,1,3,100,100,1,1870,1770,Resgatado,2026-03-19 17:10:37,NK
209,29669,1,3,2500,100,25,2856,356,Resgatado,2026-03-19 17:11:09,NK
210,29669,1,3,300,100,3,356,56,Resgatado,2026-03-19 17:12:24,NK
211,82432,1,1,300,100,3,1238,938,Resgatado,2026-03-19 17:23:57,CS
212,55140,1,6,200,100,2,1938,1738,Resgatado,2026-03-19 17:25:56,NS
213,94503,1,1,4900,100,49,4993,93,Resgatado,2026-03-19 17:26:47,CS
214,22135,1,3,5500,100,55,5582,82,Resgatado,2026-03-19 17:28:54,NK
215,237421,1,5,1700,100,17,1793,93,Resgatado,2026-03-19 17:30:45,GS
216,241829,1,3,100,100,1,6543,6443,Resgatado,2026-03-19 17:31:38,NK
217,224144,1,3,1000,100,10,5865,4865,Resgatado,2026-03-19 17:33:20,NK
218,61953,1,1,700,100,7,750,50,Resgatado,2026-03-19 17:35:27,CS
219,153821,1,3,600,100,6,637,37,Resgatado,2026-03-19 17:38:39,NK
220,514098,1,5,300,100,3,2180,1880,Resgatado,2026-03-19 17:52:03,GS
221,22387,1,3,100,100,1,12579,12479,Resgatado,2026-03-19 17:59:39,NK
222,166781,1,2,500,100,5,15965,15465,Resgatado,2026-03-19 18:01:38,BS
223,22387,1,3,100,100,1,12479,12379,Resgatado,2026-03-19 18:02:55,NK
224,37452,1,2,500,100,5,35307,34807,Resgatado,2026-03-19 18:04:29,BS
225,98962,1,2,4500,100,45,4583,83,Resgatado,2026-03-19 18:06:18,BS
226,196327,1,6,1300,100,13,5976,4676,Resgatado,2026-03-19 18:09:56,NS
227,37452,1,2,2700,100,27,34807,32107,Resgatado,2026-03-19 18:10:35,BS
228,196680,1,6,2500,100,25,2548,48,Resgatado,2026-03-19 18:12:37,NS
229,133754,1,3,1200,100,12,1287,87,Resgatado,2026-03-19 18:16:01,NK
230,345066,1,1,400,100,4,3250,2850,Resgatado,2026-03-19 18:23:25,CS
231,22387,1,3,200,100,2,13341,13141,Resgatado,2026-03-19 18:25:56,NK
232,440178,1,5,2900,100,29,7177,4277,Resgatado,2026-03-19 18:27:30,GS
233,215849,1,2,600,100,6,955,355,Resgatado,2026-03-19 18:27:31,BS
234,22387,1,2,200,100,2,3480,3280,Resgatado,2026-03-19 18:27:48,BS
235,236714,1,3,1300,100,13,1818,518,Resgatado,2026-03-19 18:35:13,NK
236,298879,1,3,100,100,1,263,163,Resgatado,2026-03-19 18:35:15,NK
237,119262,1,3,6300,100,63,12359,6059,Resgatado,2026-03-19 18:37:17,NK
238,236714,1,4,800,100,8,863,63,Resgatado,2026-03-19 18:37:24,NR
239,133425,1,3,300,100,3,4380,4080,Resgatado,2026-03-19 18:40:09,NK
240,133425,1,3,300,100,3,4080,3780,Resgatado,2026-03-19 18:46:38,NK
241,133425,1,2,900,100,9,999,99,Resgatado,2026-03-19 18:50:03,BS
242,167220,1,5,900,100,9,5941,5041,Resgatado,2026-03-19 18:51:04,GS
243,100572,1,4,100,100,1,2272,2172,Resgatado,2026-03-19 18:52:39,NR
244,2374,1,2,10000,100,100,19453,9453,Resgatado,2026-03-19 18:53:01,BS
245,57576,1,5,1000,100,10,7943,6943,Resgatado,2026-03-19 18:55:33,GS
246,186102,1,2,300,100,3,13343,13043,Resgatado,2026-03-19 18:56:05,BS
247,260824,1,3,1000,100,10,2092,1092,Resgatado,2026-03-19 19:00:10,NK
248,53831,1,6,100,100,1,5347,5247,Resgatado,2026-03-19 19:03:57,NS
249,209405,1,4,1000,100,10,4363,3363,Resgatado,2026-03-19 19:11:06,NR
250,335438,1,1,2300,100,23,2319,19,Resgatado,2026-03-19 19:13:47,CS
251,209405,1,4,1000,100,10,3363,2363,Resgatado,2026-03-19 19:15:02,NR
252,202478,1,3,200,100,2,496,296,Resgatado,2026-03-19 19:17:10,NK
253,219748,1,1,3400,100,34,3435,35,Resgatado,2026-03-19 19:17:42,CS
254,422338,1,1,200,100,2,312,112,Resgatado,2026-03-19 19:20:59,CS
255,460844,1,3,100,100,1,3048,2948,Resgatado,2026-03-19 19:26:19,NK
256,460844,1,3,200,100,2,2948,2748,Resgatado,2026-03-19 19:27:12,NK
257,198683,1,3,600,100,6,7178,6578,Resgatado,2026-03-19 19:35:35,NK
258,409248,1,2,100,100,1,490,390,Resgatado,2026-03-19 19:36:19,BS
259,409248,1,2,300,100,3,390,90,Resgatado,2026-03-19 19:37:57,BS
260,349711,1,3,1000,100,10,1881,881,Resgatado,2026-03-19 19:40:42,NK
261,514628,1,3,100,100,1,130,30,Resgatado,2026-03-19 19:43:06,NK
262,347623,1,2,400,100,4,3574,3174,Resgatado,2026-03-19 19:44:42,BS
263,243838,1,5,100,100,1,254,154,Resgatado,2026-03-19 19:50:45,GS
264,253787,1,5,100,100,1,3380,3280,Resgatado,2026-03-19 19:55:49,GS
265,323157,1,3,400,100,4,6339,5939,Resgatado,2026-03-19 19:58:39,NK
266,323157,1,3,800,100,8,5939,5139,Resgatado,2026-03-19 20:00:12,NK
267,262754,1,1,1000,100,10,6093,5093,Resgatado,2026-03-19 20:01:22,CS
268,119345,1,3,100,100,1,4534,4434,Resgatado,2026-03-19 20:14:39,NK
269,119345,1,2,100,100,1,7405,7305,Resgatado,2026-03-19 20:15:41,BS
270,117735,1,2,3000,100,30,37132,34132,Resgatado,2026-03-19 20:17:05,BS
271,117735,1,2,3000,100,30,34132,31132,Resgatado,2026-03-19 20:18:11,BS
272,117735,1,2,3000,100,30,31132,28132,Resgatado,2026-03-19 20:19:19,BS
273,117735,1,2,1000,100,10,28132,27132,Resgatado,2026-03-19 20:19:59,BS
274,117735,1,2,3000,100,30,27132,24132,Resgatado,2026-03-19 20:21:24,BS
275,117735,1,2,2000,100,20,24132,22132,Resgatado,2026-03-19 20:23:17,BS
276,338710,1,6,100,100,1,7089,6989,Resgatado,2026-03-19 20:29:54,NS
277,338710,1,6,100,100,1,6989,6889,Resgatado,2026-03-19 20:30:26,NS
278,308755,1,5,1100,100,11,12845,11745,Resgatado,2026-03-19 20:31:17,GS
279,338710,1,6,500,100,5,6889,6389,Resgatado,2026-03-19 20:31:26,NS
280,338710,1,6,300,100,3,6389,6089,Resgatado,2026-03-19 20:32:22,NS
281,133802,1,2,100,100,1,9763,9663,Resgatado,2026-03-19 21:09:22,BS
282,505040,1,6,4300,100,43,5374,1074,Resgatado,2026-03-19 21:11:22,NS
283,267439,1,3,100,100,1,13209,13109,Resgatado,2026-03-19 21:14:57,NK
284,267439,1,3,1000,100,10,13109,12109,Resgatado,2026-03-19 21:15:46,NK
285,63828,1,5,300,100,3,1641,1341,Resgatado,2026-03-19 21:32:48,GS
286,514627,1,6,200,100,2,1460,1260,Resgatado,2026-03-19 21:39:10,NS
287,227814,1,6,300,100,3,2989,2689,Resgatado,2026-03-19 21:39:47,NS
288,121091,1,1,500,100,5,5790,5290,Resgatado,2026-03-19 22:12:09,CS
289,197256,1,1,200,100,2,1211,1011,Resgatado,2026-03-20 00:04:15,CS
290,338710,1,6,1000,100,10,6089,5089,Resgatado,2026-03-20 01:16:00,NS
291,338710,1,6,2000,100,20,5089,3089,Resgatado,2026-03-20 01:17:33,NS
292,209738,1,1,200,100,2,8561,8361,Resgatado,2026-03-20 03:27:35,CS
293,126223,1,6,2700,100,27,2798,98,Resgatado,2026-03-20 03:58:31,NS
294,2374,1,5,1200,100,12,1274,74,Resgatado,2026-03-20 04:01:53,GS
295,383848,1,2,100,100,1,2048,1948,Resgatado,2026-03-20 04:29:44,BS
296,109239,1,4,5000,100,50,21621,16621,Resgatado,2026-03-20 04:31:14,NR
297,69528,1,1,5900,100,59,5991,91,Resgatado,2026-03-20 04:35:32,CS
298,137385,1,5,400,100,4,12788,12388,Resgatado,2026-03-20 04:42:37,GS
299,229493,1,6,500,100,5,5462,4962,Resgatado,2026-03-20 04:48:45,NS
300,288602,1,3,700,100,7,771,71,Resgatado,2026-03-20 04:49:03,NK
301,229493,1,6,200,100,2,4962,4762,Resgatado,2026-03-20 04:51:19,NS
302,229493,1,6,1000,100,10,4762,3762,Resgatado,2026-03-20 04:52:13,NS
303,229493,1,6,800,100,8,3762,2962,Resgatado,2026-03-20 04:53:31,NS
304,418254,1,1,100,100,1,1234,1134,Resgatado,2026-03-20 05:07:07,CS
305,229493,1,6,100,100,1,2962,2862,Resgatado,2026-03-20 05:07:32,NS
306,195139,1,4,800,100,8,3833,3033,Resgatado,2026-03-20 05:15:42,NR
307,32756,1,3,800,100,8,9152,8352,Resgatado,2026-03-20 05:18:41,NK
308,182978,1,5,500,100,5,4846,4346,Resgatado,2026-03-20 05:42:00,GS
309,359201,1,4,9600,100,96,25593,15993,Resgatado,2026-03-20 05:42:11,NR
310,366663,1,3,1000,100,10,3647,2647,Resgatado,2026-03-20 05:50:05,NK
311,424004,1,2,400,100,4,1064,664,Resgatado,2026-03-20 05:56:26,BS
312,382,1,2,300,100,3,345,45,Resgatado,2026-03-20 06:01:57,BS
313,21877,1,3,100,100,1,8998,8898,Resgatado,2026-03-20 06:06:13,NK
314,33285,1,4,600,100,6,2626,2026,Resgatado,2026-03-20 06:06:18,NR
315,33285,1,3,300,100,3,398,98,Resgatado,2026-03-20 06:08:34,NK
316,33285,1,4,200,100,2,2026,1826,Resgatado,2026-03-20 06:10:27,NR
317,513446,1,6,100,100,1,138,38,Resgatado,2026-03-20 06:12:38,NS
318,416477,1,4,1900,100,19,1998,98,Resgatado,2026-03-20 06:26:13,NR
319,69858,1,5,200,100,2,383,183,Resgatado,2026-03-20 06:30:51,GS
320,69858,1,5,100,100,1,183,83,Resgatado,2026-03-20 06:31:42,GS
321,33285,1,4,300,100,3,1826,1526,Resgatado,2026-03-20 06:59:57,NR
322,246437,1,1,7000,100,70,15086,8086,Resgatado,2026-03-20 07:06:22,CS
323,62393,1,4,100,100,1,786,686,Resgatado,2026-03-20 07:16:26,NR
